City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Mount Gambier,AU,2021-01-26 22:16:40,-37.8333,140.7667,60.8,51,30,14.97
277,Bilibino,RU,2021-01-26 22:16:40,68.0546,166.4372,-21.55,82,58,6.49
278,Nurota,UZ,2021-01-26 22:16:41,40.5614,65.6886,24.8,93,0,4.61
279,Ziyang,CN,2021-01-26 22:16:41,29.2497,117.8547,44.71,85,67,2.84
280,Pontevel,PT,2021-01-26 22:16:41,39.1494,-8.8388,59.0,57,95,1.99
281,Puerto Escondido,MX,2021-01-26 22:16:41,15.85,-97.0667,84.33,54,0,7.36
282,Samarai,PG,2021-01-26 22:16:41,-10.6167,150.6667,82.76,72,100,5.91
283,Puerto Baquerizo Moreno,EC,2021-01-26 22:12:19,-0.9,-89.6,76.6,86,40,13.2
284,Ostrovnoy,RU,2021-01-26 22:16:42,68.0531,39.5131,6.96,93,100,18.21
285,Alta Floresta,BR,2021-01-26 22:16:42,-9.8756,-56.0861,77.52,87,99,1.05
286,Kasongo,CD,2021-01-26 22:16:42,-4.45,26.6667,68.36,92,99,2.19
287,Turtas,RU,2021-01-26 22:16:43,58.9417,69.1325,29.53,98,100,11.36
288,Vardo,NO,2021-01-26 22:16:43,70.3705,31.1107,26.6,86,75,31.07
289,Kruisfontein,ZA,2021-01-26 22:16:43,-34.0033,24.7314,71.01,82,91,1.01
290,Birin,NP,2021-01-26 22:16:43,26.8865,88.0718,42.58,83,0,3.56
291,Kaitangata,NZ,2021-01-26 22:16:43,-46.2817,169.8464,64.0,70,100,1.99
292,Tarauaca,BR,2021-01-26 22:16:00,-8.1614,-70.7656,72.68,96,100,2.28
293,Meulaboh,ID,2021-01-26 22:16:44,4.1363,96.1285,75.36,87,87,5.14
294,Egvekinot,RU,2021-01-26 22:16:44,66.3167,-179.1667,-16.19,87,66,10.56
295,Mbandaka,CD,2021-01-26 22:16:44,0.0487,18.2603,75.34,77,36,2.55
296,Okato,NZ,2021-01-26 22:16:44,-39.2,173.8833,69.46,68,66,5.97
297,Blind River,CA,2021-01-26 22:16:44,46.1834,-82.9582,23.0,63,90,12.66
298,Bogovarovo,RU,2021-01-26 22:16:44,58.9785,47.0246,29.21,98,100,9.86
299,Ina,JP,2021-01-26 22:16:44,35.8276,137.9538,48.0,98,100,1.99
300,Puerto Gaitan,CO,2021-01-26 22:16:45,4.3133,-72.0816,89.26,42,16,14.16
301,Paita,PE,2021-01-26 22:13:26,-5.0892,-81.1144,78.24,65,75,17.09
302,Luderitz,NA,2021-01-26 22:16:45,-26.6481,15.1594,67.64,61,55,25.5
303,Caluquembe,AO,2021-01-26 22:16:45,-13.7833,14.6833,60.53,64,52,6.64
304,Jacareacanga,BR,2021-01-26 22:16:45,-6.2222,-57.7528,78.33,92,96,2.93
305,Chicama,PE,2021-01-26 22:16:45,-7.8447,-79.1469,80.19,52,88,10.58
306,Shache,CN,2021-01-26 22:16:08,38.4167,77.2406,20.43,86,0,2.57
307,Shieli,KZ,2021-01-26 22:16:46,44.1667,66.75,19.44,89,0,6.11
308,Acapulco,MX,2021-01-26 22:16:04,16.8634,-99.8901,82.98,60,2,7.96
309,Krasnyy Yar,RU,2021-01-26 22:16:46,46.5331,48.3456,26.6,86,0,6.71
310,Minden,DE,2021-01-26 22:16:46,52.2833,8.9167,36.0,93,75,8.05
311,Angren,UZ,2021-01-26 22:16:46,41.0167,70.1436,29.46,73,0,5.06
312,Doha,QA,2021-01-26 22:12:52,25.2867,51.5333,64.4,68,0,6.91
313,Saskylakh,RU,2021-01-26 22:12:09,71.9167,114.0833,-35.01,82,13,1.57
314,Sulayman,IQ,2021-01-26 22:16:47,31.4002,46.2851,57.43,33,83,6.26
315,Halifax,CA,2021-01-26 22:15:08,44.6453,-63.5724,33.8,93,20,10.36
316,Morlaix,FR,2021-01-26 22:16:47,48.5833,-4.0,51.8,93,90,11.5
317,Filadelfia,US,2021-01-26 22:12:42,39.9523,-75.1638,37.99,100,90,11.5
318,Manokwari,ID,2021-01-26 22:16:47,-0.8667,134.0833,76.98,84,100,5.21
319,Talara,PE,2021-01-26 22:16:47,-4.5772,-81.2719,77.25,69,40,17.11
320,Batsfjord,NO,2021-01-26 22:16:48,70.6345,29.7185,24.8,93,75,24.16
321,Nantucket,US,2021-01-26 22:14:34,41.2835,-70.0995,33.01,93,90,5.75
322,Veraval,IN,2021-01-26 22:16:48,20.9,70.3667,63.99,31,0,11.5
323,Caravelas,BR,2021-01-26 22:16:48,-17.7125,-39.2481,77.38,78,98,7.11
324,Namanga,KE,2021-01-26 22:16:48,-2.5433,36.7905,63.23,89,12,6.8
325,Bulgan,MN,2021-01-26 22:16:48,48.8125,103.5347,-11.31,79,21,4.88
326,Tautira,PF,2021-01-26 22:16:49,-17.7333,-149.15,82.4,61,75,4.61
327,Da Nang,VN,2021-01-26 22:16:49,16.0678,108.2208,71.6,88,75,1.14
328,Tual,ID,2021-01-26 22:16:49,-5.6667,132.75,83.03,78,100,21.47
329,Mbini,GQ,2021-01-26 22:16:49,1.574,9.6134,80.6,94,40,5.97
330,Bathsheba,BB,2021-01-26 22:16:49,13.2167,-59.5167,78.8,69,40,14.97
331,Lasa,IT,2021-01-26 22:16:49,46.6166,10.7002,26.6,74,0,2.3
332,Tabou,CI,2021-01-26 22:16:49,4.423,-7.3528,78.48,85,21,6.98
333,Iqaluit,CA,2021-01-26 22:16:50,63.7506,-68.5145,-4.0,77,1,18.41
334,Pagudpud,PH,2021-01-26 22:16:50,18.5616,120.7868,69.8,100,40,2.3
335,Lufilufi,WS,2021-01-26 22:16:50,-13.8745,-171.5986,84.0,74,100,18.01
336,Brae,GB,2021-01-26 22:16:50,60.3964,-1.353,32.0,74,56,2.3
337,Platteville,US,2021-01-26 22:16:50,42.7342,-90.4785,26.6,80,1,10.36
338,Thermi,GR,2021-01-26 22:16:51,40.5471,23.0197,41.0,70,40,34.52
339,Svetlogorsk,BY,2021-01-26 22:16:51,52.6333,29.7333,31.41,97,100,23.22
340,Kongolo,CD,2021-01-26 22:16:51,-5.3833,27.0,69.26,94,79,0.96
341,Pensacola,US,2021-01-26 22:16:18,30.4213,-87.2169,71.01,68,90,5.75
342,Iquitos,PE,2021-01-26 22:16:51,-3.7481,-73.2472,85.01,68,53,2.91
343,Marakkanam,IN,2021-01-26 22:16:51,12.2,79.95,73.08,75,4,3.6
344,Colares,PT,2021-01-26 22:16:52,38.7992,-9.4469,60.01,22,100,4.07
345,Rutul,RU,2021-01-26 22:16:52,41.5357,47.4239,32.0,74,0,4.61
346,Jalu,LY,2021-01-26 22:16:52,29.0331,21.5482,62.55,27,38,12.77
347,San Cristobal,VE,2021-01-26 22:16:52,7.7669,-72.225,76.39,54,24,3.83
348,Banjarmasin,ID,2021-01-26 22:16:52,-3.3244,114.591,73.4,100,98,3.44
349,Waipawa,NZ,2021-01-26 22:16:53,-41.4122,175.5153,73.4,64,0,16.11
350,Pangnirtung,CA,2021-01-26 22:16:53,66.1451,-65.7125,-2.2,78,1,4.61
351,Jiwani,PK,2021-01-26 22:16:53,25.05,61.7417,64.15,66,0,7.87
352,Den Helder,NL,2021-01-26 22:16:53,52.9599,4.7593,43.0,87,75,10.36
353,Peceneaga,RO,2021-01-26 22:16:53,45.0167,28.1333,32.0,100,90,17.27
354,Wilmington,US,2021-01-26 22:14:14,34.2257,-77.9447,68.0,83,40,9.22
355,Ust-Nera,RU,2021-01-26 22:16:54,64.5667,143.2,-22.49,78,100,2.8
356,Araouane,ML,2021-01-26 22:16:54,18.9048,-3.5265,71.19,16,0,11.83
357,Biu,NG,2021-01-26 22:16:54,10.6129,12.1946,70.43,22,38,9.04
358,Black River,JM,2021-01-26 22:16:54,18.0264,-77.8487,82.99,79,95,12.3
359,La Ronge,CA,2021-01-26 22:16:14,55.1001,-105.2842,-16.6,69,37,4.61
360,Ruwi,OM,2021-01-26 22:16:55,23.5996,58.5507,64.4,59,0,3.44
361,Chabahar,IR,2021-01-26 22:16:55,25.2919,60.643,64.26,61,0,2.8
362,Berlevag,NO,2021-01-26 22:16:55,70.8578,29.0864,24.8,80,75,32.21
363,Nantai,CN,2021-01-26 22:16:55,40.9241,122.8044,19.15,78,0,5.73
364,Korla,CN,2021-01-26 22:16:56,41.7597,86.1469,20.03,81,0,2.93
365,Benguela,AO,2021-01-26 22:16:56,-12.5763,13.4055,76.32,78,52,6.2
366,Riyadh,SA,2021-01-26 22:15:33,24.6877,46.7219,57.2,26,0,6.11
367,Vila Franca Do Campo,PT,2021-01-26 22:16:56,37.7167,-25.4333,62.6,94,75,19.57
368,Saquena,PE,2021-01-26 22:16:56,-4.6667,-73.5167,79.99,94,100,0.74
369,Champerico,GT,2021-01-26 22:16:56,14.3,-91.9167,75.99,73,0,8.77
370,Aleksandrovskoye,RU,2021-01-26 22:16:57,44.7142,43.0008,37.0,80,100,11.18
371,Anadyr,RU,2021-01-26 22:16:57,64.75,177.4833,-7.01,77,0,11.18
372,Rio Gallegos,AR,2021-01-26 22:16:57,-51.6226,-69.2181,53.6,30,40,29.93
373,Ikwiriri,TZ,2021-01-26 22:16:57,-7.9562,38.9716,72.88,96,1,0.74
374,Menongue,AO,2021-01-26 22:16:57,-14.6585,17.691,63.01,91,100,3.27
375,Asau,RO,2021-01-26 22:16:57,46.4333,26.4,30.99,67,100,3.65
376,Cadillac,US,2021-01-26 22:16:58,44.2519,-85.4012,23.0,74,40,6.91
377,Karanja,IN,2021-01-26 22:16:58,20.4833,77.4833,62.58,37,39,8.34
378,Kavieng,PG,2021-01-26 22:16:58,-2.5744,150.7967,84.06,74,100,9.31
379,Nelson Bay,AU,2021-01-26 22:16:58,-32.7167,152.15,75.2,88,75,17.27
380,Broken Hill,AU,2021-01-26 22:16:58,-31.95,141.4333,64.4,77,0,12.66
381,Megion,RU,2021-01-26 22:14:06,61.0296,76.1136,-13.0,77,90,4.47
382,Masalli,KR,2021-01-26 22:16:59,34.7959,126.6553,35.6,80,30,9.22
383,Skegness,GB,2021-01-26 22:16:59,53.1436,0.3363,39.99,100,90,8.05
384,Port-Gentil,GA,2021-01-26 22:16:59,-0.7193,8.7815,80.6,89,20,5.75
385,Yazd,IR,2021-01-26 22:16:59,31.8972,54.3675,37.4,25,0,4.61
386,Nowy Dwor Mazowiecki,PL,2021-01-26 22:16:59,52.4302,20.7165,36.0,86,75,16.11
387,Mayo,US,2021-01-26 22:17:00,38.8876,-76.5119,37.0,100,90,5.75
388,Ancud,CL,2021-01-26 22:12:37,-41.8697,-73.8203,60.8,55,75,10.36
389,Port Augusta,AU,2021-01-26 22:17:00,-32.5,137.7667,68.0,68,90,10.36
390,Port Hedland,AU,2021-01-26 22:17:00,-20.3167,118.5667,75.2,78,21,5.75
391,Tongren,CN,2021-01-26 22:17:00,27.7172,109.1853,42.44,82,100,4.52
392,Plettenberg Bay,ZA,2021-01-26 22:17:00,-34.0527,23.3716,67.57,81,17,4.0
393,Gondanglegi,ID,2021-01-26 22:17:00,-7.7479,112.0132,75.04,86,100,2.53
394,Sao Filipe,CV,2021-01-26 22:17:01,14.8961,-24.4956,74.34,66,0,4.03
395,Pokhara,NP,2021-01-26 22:17:01,28.2333,83.9833,51.35,42,0,3.67
396,Arkhangelskoye,RU,2021-01-26 22:17:01,55.8549,35.3287,29.03,98,93,15.82
397,Vanavara,RU,2021-01-26 22:17:01,60.34,102.2797,-44.66,79,30,1.52
398,Saint-Denis,FR,2021-01-26 22:17:01,48.9167,2.3333,39.2,65,90,11.5
399,Likasi,CD,2021-01-26 22:17:01,-10.9814,26.7333,61.18,97,100,1.61
400,Elmira,US,2021-01-26 22:13:08,42.0898,-76.8077,33.8,75,90,6.91
401,Helena,US,2021-01-26 22:14:41,46.5927,-112.0361,28.99,54,1,8.05
402,Kawhia,NZ,2021-01-26 22:17:02,-38.0651,174.8183,79.0,70,72,4.0
403,Cap Malheureux,MU,2021-01-26 22:17:02,-19.9842,57.6142,75.99,76,40,3.0
404,Te Anau,NZ,2021-01-26 22:17:02,-45.4167,167.7167,64.29,73,99,10.47
405,Sambava,MG,2021-01-26 22:17:02,-14.2667,50.1667,76.41,85,97,5.23
406,Haikou,CN,2021-01-26 22:17:03,20.0458,110.3417,62.6,100,75,2.24
407,Tilichiki,RU,2021-01-26 22:17:03,60.4667,166.1,-11.72,90,100,15.46
408,Faanui,PF,2021-01-26 22:17:03,-16.4833,-151.75,81.28,73,45,17.16
409,Nara,JP,2021-01-26 22:17:03,34.6851,135.8049,54.0,87,75,6.91
410,Carutapera,BR,2021-01-26 22:17:03,-1.195,-46.02,78.73,82,99,6.13
411,Palamos,ES,2021-01-26 22:17:03,41.8484,3.1291,44.01,93,0,3.44
412,Port Macquarie,AU,2021-01-26 22:17:04,-31.4333,152.9167,82.0,78,4,1.99
413,Stephenville,US,2021-01-26 22:17:04,32.2207,-98.2023,59.0,38,1,8.12
414,Bandar-E Lengeh,IR,2021-01-26 22:17:04,26.5579,54.8807,60.8,51,0,4.61
415,Maldonado,UY,2021-01-26 22:14:26,-34.6667,-54.9167,82.0,83,0,3.44
416,Tukrah,LY,2021-01-26 22:17:04,32.5341,20.5791,59.86,69,71,28.34
417,Okhotsk,RU,2021-01-26 22:17:04,59.3833,143.3,-16.64,76,41,9.31
418,Hobyo,SO,2021-01-26 22:17:04,5.3505,48.5268,76.64,77,85,17.74
419,Acarau,BR,2021-01-26 22:17:05,-2.8856,-40.12,80.33,80,100,15.55
420,Dzerzhinsk,RU,2021-01-26 22:17:05,56.2389,43.4631,33.8,86,90,11.18
421,Aasiaat,GL,2021-01-26 22:17:05,68.7098,-52.8699,4.12,92,91,4.45
422,Rabo De Peixe,PT,2021-01-26 22:17:05,37.8,-25.5833,62.6,94,75,19.57
423,Vauvert,FR,2021-01-26 22:13:49,43.7,4.2833,41.0,56,0,6.91
424,Bogatyye Saby,RU,2021-01-26 22:17:05,56.0102,50.4483,22.59,97,100,12.44
425,Nalut,LY,2021-01-26 22:17:06,30.3333,10.85,50.2,64,0,11.5
426,Conakry,GN,2021-01-26 22:17:06,9.538,-13.6773,79.45,77,29,9.08
427,Acajutla,SV,2021-01-26 22:17:06,13.5928,-89.8275,87.8,42,20,4.76
428,Coahuayana,MX,2021-01-26 22:17:07,18.7333,-103.6833,82.24,52,55,5.39
429,Buin,CL,2021-01-26 22:17:07,-33.7333,-70.75,82.99,29,0,9.22
430,Mastic Beach,US,2021-01-26 22:17:07,40.7668,-72.8521,36.0,80,90,5.75
431,San Jose,US,2021-01-26 22:14:07,37.3394,-121.895,52.0,50,90,12.66
432,Dingle,PH,2021-01-26 22:17:07,10.9995,122.6711,72.77,90,97,7.36
433,Saint-Pierre,RE,2021-01-26 22:17:07,-21.3393,55.4781,77.0,65,0,5.75
434,Mogadishu,SO,2021-01-26 22:17:07,2.0371,45.3438,76.68,83,35,18.86
435,Iskateley,RU,2021-01-26 22:17:08,67.6803,53.1512,-18.51,84,100,10.51
436,Nahavand,IR,2021-01-26 22:17:08,34.1885,48.377,33.67,79,4,2.59
437,Barcelona,ES,2021-01-26 22:12:13,41.3888,2.159,52.0,87,20,3.44
438,Kariba,ZW,2021-01-26 22:17:08,-16.5167,28.8,66.2,94,97,3.62
439,Sakakah,SA,2021-01-26 22:16:53,29.9697,40.2064,48.2,34,0,3.44
440,Sorland,NO,2021-01-26 22:17:08,67.667,12.6934,36.88,79,98,15.41
441,Los Llanos De Aridane,ES,2021-01-26 22:17:09,28.6585,-17.9182,64.4,72,0,10.36
442,Vila Velha,BR,2021-01-26 22:12:41,-20.3297,-40.2925,86.0,74,20,13.8
443,Mount Isa,AU,2021-01-26 22:17:09,-20.7333,139.5,82.4,65,56,10.29
444,Mackay,AU,2021-01-26 22:17:09,-21.15,149.2,82.4,74,75,9.22
445,Sao Miguel Do Araguaia,BR,2021-01-26 22:17:09,-13.275,-50.1628,77.9,80,79,2.48
446,Ganzhou,CN,2021-01-26 22:17:09,28.8184,115.4327,46.4,75,88,2.59
447,Wakkanai,JP,2021-01-26 22:12:55,45.4094,141.6739,28.53,98,100,18.84
448,Ayr,GB,2021-01-26 22:17:10,55.4627,-4.6339,42.8,93,90,3.44
449,Birao,CF,2021-01-26 22:17:10,10.2849,22.7882,75.6,19,0,5.86
450,Lorengau,PG,2021-01-26 22:17:10,-2.0226,147.2712,83.44,74,100,10.96
451,Avera,US,2021-01-26 22:17:10,33.194,-82.5271,69.8,70,90,4.61
452,Linhares,BR,2021-01-26 22:17:11,-19.3911,-40.0722,75.72,77,36,6.38
453,Cordoba,AR,2021-01-26 22:17:11,-31.4135,-64.1811,81.0,83,75,1.14
454,Miass,RU,2021-01-26 22:17:11,55.045,60.1083,27.16,93,100,4.65
455,Gisborne,NZ,2021-01-26 22:17:11,-38.6533,178.0042,82.99,62,0,1.99
456,Tura,IN,2021-01-26 22:17:11,25.5198,90.2201,54.57,64,0,2.59
457,Peniche,PT,2021-01-26 22:17:11,39.3558,-9.3811,59.0,95,100,8.99
458,Teshie,GH,2021-01-26 22:17:12,5.5836,-0.1072,82.4,83,91,11.5
459,Labuhan,ID,2021-01-26 22:17:12,-6.8844,112.2051,77.2,86,91,10.16
460,Poronaysk,RU,2021-01-26 22:17:12,49.2167,143.1167,4.1,94,100,2.26
461,Linxia,CN,2021-01-26 22:17:13,35.6003,103.2064,21.4,82,100,2.57
462,Itoman,JP,2021-01-26 22:17:13,26.1247,127.6694,66.2,77,75,17.27
463,Leh,IN,2021-01-26 22:17:13,34.1667,77.5833,0.77,65,4,1.12
464,Saint George,US,2021-01-26 22:17:13,37.1041,-113.5841,39.2,56,90,8.05
465,Canby,US,2021-01-26 22:17:14,45.2629,-122.6926,37.99,87,90,3.44
466,Shimoda,JP,2021-01-26 22:17:14,34.6667,138.95,48.0,94,100,22.48
467,Kampil,IN,2021-01-26 22:17:14,27.6167,79.2833,47.57,68,0,5.44
468,Sisimiut,GL,2021-01-26 22:17:14,66.9395,-53.6735,8.8,92,80,4.85
469,Polonnaruwa,LK,2021-01-26 22:17:14,7.9333,81.0,68.09,89,100,2.04
470,Katsuura,JP,2021-01-26 22:12:15,35.1333,140.3,46.99,93,75,3.44
471,Druzhba,UA,2021-01-26 22:17:15,52.0428,33.9453,31.3,94,96,16.91
472,Espanola,US,2021-01-26 22:15:12,35.9911,-106.0806,28.99,68,75,14.97
473,Kindu,CD,2021-01-26 22:16:08,-2.95,25.95,69.89,95,100,2.68
474,Lima,PE,2021-01-26 22:13:26,-12.0432,-77.0282,73.99,74,98,5.01
475,Yulara,AU,2021-01-26 22:17:15,-25.2406,130.9889,75.2,83,75,9.22
476,Ulaangom,MN,2021-01-26 22:17:15,49.9811,92.0667,-17.7,71,26,1.03
477,Namatanai,PG,2021-01-26 22:17:16,-3.6667,152.4333,82.67,75,100,6.15
478,Tarasovskiy,RU,2021-01-26 22:17:16,48.7292,40.3636,36.34,85,100,16.17
479,Caetite,BR,2021-01-26 22:17:16,-14.0694,-42.475,72.19,66,47,8.39
480,Sawtell,AU,2021-01-26 22:17:16,-30.3833,153.1,82.4,69,1,11.5
481,Lengshuijiang,CN,2021-01-26 22:17:16,27.6881,111.4294,44.37,77,97,0.72
482,Haines Junction,CA,2021-01-26 22:17:17,60.7522,-137.5108,1.4,71,21,4.61
483,Port Hawkesbury,CA,2021-01-26 22:17:17,45.6169,-61.3485,33.01,93,40,6.91
484,Martapura,ID,2021-01-26 22:17:17,-3.4167,114.85,73.4,100,94,3.44
485,Zhigansk,RU,2021-01-26 22:17:17,66.7697,123.3711,-49.72,75,61,8.39
486,Sola,VU,2021-01-26 22:17:17,-13.8833,167.55,80.6,83,90,6.91
487,Roebourne,AU,2021-01-26 22:17:17,-20.7833,117.1333,84.88,23,41,11.61
488,Parintins,BR,2021-01-26 22:17:18,-2.6283,-56.7358,81.32,73,71,1.28
489,Roma,US,2021-01-26 22:17:18,43.2128,-75.4557,28.4,74,90,13.8
490,Smidovich,RU,2021-01-26 22:17:18,48.6,133.8167,-4.65,92,98,2.35
491,Juneau,US,2021-01-26 22:17:18,58.3019,-134.4197,28.4,43,20,13.8
492,Sijunjung,ID,2021-01-26 22:17:18,-0.6876,100.9537,70.68,86,100,1.43
493,Myitkyina,MM,2021-01-26 22:17:18,25.3833,97.4,55.71,64,0,3.15
494,Banjar,ID,2021-01-26 22:17:18,-8.19,114.9675,78.8,89,40,16.11
495,Kyra,RU,2021-01-26 22:17:19,49.5776,111.9753,-16.31,79,0,4.32
496,Arucas,ES,2021-01-26 22:17:19,28.1198,-15.5233,64.4,77,20,18.41
497,Takanabe,JP,2021-01-26 22:17:19,32.1333,131.5,55.4,88,75,5.75
498,Eureka,US,2021-01-26 22:15:46,40.8021,-124.1637,46.0,63,100,10.0
499,Sortland,NO,2021-01-26 22:17:19,68.6949,15.4162,27.0,70,24,5.01
500,San Pedro De Macoris,DO,2021-01-26 22:17:19,18.4616,-69.2972,80.01,67,53,11.05
501,Paamiut,GL,2021-01-26 22:17:19,61.994,-49.6678,16.36,79,52,10.11
502,Adrar,MR,2021-01-26 22:17:20,20.5022,-10.0711,69.19,18,0,8.08
503,Sept-Iles,CA,2021-01-26 22:17:20,50.2001,-66.3821,32.0,69,60,4.61
504,Priladozhskiy,RU,2021-01-26 22:17:20,59.85,31.4833,33.01,80,98,7.58
505,Gamba,GA,2021-01-26 22:17:20,-2.65,10.0,77.22,91,83,3.51
506,Henties Bay,NA,2021-01-26 22:17:20,-22.116,14.2845,69.01,88,74,5.66
507,Cockburn Town,TC,2021-01-26 22:16:10,21.4612,-71.1419,75.94,77,2,18.23
508,Pacifica,US,2021-01-26 22:14:06,37.6138,-122.4869,51.01,71,20,18.41
509,Barbastro,ES,2021-01-26 22:17:21,42.0356,0.1269,44.01,87,0,9.22
510,Mumbwa,ZM,2021-01-26 22:17:21,-14.9783,27.0619,63.09,94,99,5.21
511,Alto Araguaia,BR,2021-01-26 22:17:21,-17.3147,-53.2153,76.53,76,97,0.96
512,Morondava,MG,2021-01-26 22:17:21,-20.2833,44.2833,81.82,79,17,5.08
513,Hovd,MN,2021-01-26 22:17:21,48.0056,91.6419,-4.31,79,0,0.72
514,Acari,PE,2021-01-26 22:17:21,-15.4311,-74.6158,79.65,52,41,9.22
515,Saravan,AM,2021-01-26 22:17:22,39.7196,45.6483,10.4,85,40,6.91
516,Waterloo,CA,2021-01-26 22:14:07,43.4668,-80.5164,26.6,80,90,10.36
517,Zomba,MW,2021-01-26 22:17:22,-15.386,35.3188,65.89,94,80,1.77
518,Adre,TD,2021-01-26 22:17:22,13.4667,22.2,68.09,21,18,10.71
519,Nizhneangarsk,RU,2021-01-26 22:17:22,55.7833,109.55,-11.67,79,100,5.59
520,Akureyri,IS,2021-01-26 22:17:23,65.6835,-18.0878,23.0,68,90,9.22
521,La Libertad,EC,2021-01-26 22:17:23,-2.2333,-80.9,79.18,73,97,10.0
522,Midland,US,2021-01-26 22:13:34,31.9974,-102.0779,60.8,18,1,17.27
523,Sedan,FR,2021-01-26 22:17:23,49.6667,5.0,33.01,92,100,8.99
524,Khani,GE,2021-01-26 22:17:24,41.9563,42.9566,50.0,37,0,12.66
525,Ponta Delgada,PT,2021-01-26 22:17:24,37.7333,-25.6667,62.6,94,75,19.57
526,Fort Wellington,GY,2021-01-26 22:17:24,6.4,-57.6,77.54,83,86,11.59
527,Praya,CV,2021-01-26 22:17:25,14.9215,-23.5087,73.4,49,0,12.66
528,Zelenoborskiy,RU,2021-01-26 22:17:25,66.845,32.3622,12.0,96,99,4.74
529,Tucumcari,US,2021-01-26 22:17:25,35.1717,-103.725,35.6,87,75,5.75
530,Akyab,MM,2021-01-26 22:17:25,20.15,92.9,62.29,52,1,9.75
531,Wloszczowa,PL,2021-01-26 22:17:25,50.8526,19.9659,33.01,72,95,5.99
532,Bundaberg,AU,2021-01-26 22:17:26,-24.85,152.35,78.8,73,22,9.22
533,Bubaque,GW,2021-01-26 22:17:26,11.2833,-15.8333,78.04,76,0,13.6
534,Bowen,AU,2021-01-26 22:17:26,-20.0167,148.2333,78.8,89,75,3.44
535,Obigarm,TJ,2021-01-26 22:17:26,38.7173,69.7088,18.0,70,0,8.19
536,Abonnema,NG,2021-01-26 22:17:26,4.7084,6.7931,82.4,83,75,3.44
537,Shasta Lake,US,2021-01-26 22:17:26,40.6804,-122.3708,39.99,79,100,1.99
538,Porto Seguro,BR,2021-01-26 22:17:27,-16.4497,-39.0647,78.8,73,20,9.22
539,Atambua,ID,2021-01-26 22:17:27,-9.1061,124.8925,74.7,87,99,4.94
540,Houma,US,2021-01-26 22:13:06,29.5958,-90.7195,66.2,88,90,8.05
541,Lensk,RU,2021-01-26 22:17:28,60.7253,114.9278,-43.55,75,89,1.39
542,Tigil,RU,2021-01-26 22:17:28,57.8,158.6667,-0.51,93,100,6.04
543,Doka,SD,2021-01-26 22:17:28,13.5167,35.7667,77.47,47,1,13.42
544,Yaguajay,CU,2021-01-26 22:17:28,22.3272,-79.2378,78.17,73,0,11.97
545,Bay Roberts,CA,2021-01-26 22:17:28,47.5999,-53.2648,34.0,93,100,5.01
546,Buinsk,RU,2021-01-26 22:17:28,54.95,48.2833,21.2,93,90,13.42
547,Ariquemes,BR,2021-01-26 22:13:26,-9.9133,-63.0408,80.55,90,99,3.2
548,Soyo,AO,2021-01-26 22:17:29,-6.1349,12.3689,79.27,81,100,5.93
549,Hirara,JP,2021-01-26 22:17:29,24.8,125.2833,66.2,77,75,10.36
550,Tieli,CN,2021-01-26 22:17:29,46.95,128.05,-10.86,86,65,5.19
551,Gat,IL,2021-01-26 22:17:29,31.61,34.7642,50.0,76,0,3.44
